date_time,Daylighting_B
2018-01-01 00:00:00,0.0
2018-01-01 00:15:00,0.0
2018-01-01 00:30:00,0.0
2018-01-01 00:45:00,0.0
2018-01-01 01:00:00,0.0
2018-01-01 01:15:00,0.0
2018-01-01 01:30:00,0.0
2018-01-01 01:45:00,0.0
2018-01-01 02:00:00,0.0
2018-01-01 02:15:00,0.0
2018-01-01 02:30:00,0.0
2018-01-01 02:45:00,0.0
2018-01-01 03:00:00,0.0
2018-01-01 03:15:00,0.0
2018-01-01 03:30:00,0.0
2018-01-01 03:45:00,0.0
2018-01-01 04:00:00,0.0
2018-01-01 04:15:00,0.0
2018-01-01 04:30:00,0.0
2018-01-01 04:45:00,0.0
2018-01-01 05:00:00,0.0
2018-01-01 05:15:00,0.0
2018-01-01 05:30:00,0.0
2018-01-01 05:45:00,0.0
2018-01-01 06:00:00,0.0
2018-01-01 06:15:00,0.0
2018-01-01 06:30:00,0.0
2018-01-01 06:45:00,0.0
2018-01-01 07:00:00,0.0
2018-01-01 07:15:00,0.527973327
2018-01-01 07:30:00,4.628250386
2018-01-01 07:45:00,24.56605098
2018-01-01 08:00:00,51.91804129
2018-01-01 08:15:00,83.93598100000001
2018-01-01 08:30:00,78.03672244
2018-01-01 08:45:00,64.25415413
2018-01-01 09:00:00,55.80313385
2018-01-01 09:15:00,42.81554836
2018-01-01 09:30:00,40.00450395
2018-01-01 09:45:00,35.93358645
2018-01-01 10:00:00,33.26700274
2018-01-01 10:15:00,30.09743696
2018-01-01 10:30:00,39.72343204
2018-01-01 10:45:00,51.18084898
2018-01-01 11:00:00,61.16228955
2018-01-01 11:15:00,73.16979293
2018-01-01 11:30:00,71.90311013
2018-01-01 11:45:00,72.80295629999999
2018-01-01 12:00:00,71.36629692
2018-01-01 12:15:00,69.54604643
2018-01-01 12:30:00,70.12429093
2018-01-01 12:45:00,70.3189199
2018-01-01 13:00:00,73.07326583
2018-01-01 13:15:00,72.83146148
2018-01-01 13:30:00,67.41683556
2018-01-01 13:45:00,61.98000108
2018-01-01 14:00:00,51.21060738
2018-01-01 14:15:00,44.56439349
2018-01-01 14:30:00,48.21985775
2018-01-01 14:45:00,50.341348700000005
2018-01-01 15:00:00,52.4219623
2018-01-01 15:15:00,57.65836138
2018-01-01 15:30:00,45.71355593
2018-01-01 15:45:00,33.87238228
2018-01-01 16:00:00,18.95944046
2018-01-01 16:15:00,8.989254223
2018-01-01 16:30:00,4.967998269
2018-01-01 16:45:00,0.0
2018-01-01 17:00:00,0.0
2018-01-01 17:15:00,0.0
2018-01-01 17:30:00,0.0
2018-01-01 17:45:00,0.0
2018-01-01 18:00:00,0.0
2018-01-01 18:15:00,0.0
2018-01-01 18:30:00,0.0
2018-01-01 18:45:00,0.0
2018-01-01 19:00:00,0.0
2018-01-01 19:15:00,0.0
2018-01-01 19:30:00,0.0
2018-01-01 19:45:00,0.0
2018-01-01 20:00:00,0.0
2018-01-01 20:15:00,0.0
2018-01-01 20:30:00,0.0
2018-01-01 20:45:00,0.0
2018-01-01 21:00:00,0.0
2018-01-01 21:15:00,0.0
2018-01-01 21:30:00,0.0
2018-01-01 21:45:00,0.0
2018-01-01 22:00:00,0.0
2018-01-01 22:15:00,0.0
2018-01-01 22:30:00,0.0
2018-01-01 22:45:00,0.0
2018-01-01 23:00:00,0.0
2018-01-01 23:15:00,0.0
2018-01-01 23:30:00,0.0
2018-01-01 23:45:00,0.0
2018-01-02 00:00:00,0.0
2018-01-02 00:15:00,0.0
2018-01-02 00:30:00,0.0
2018-01-02 00:45:00,0.0
2018-01-02 01:00:00,0.0
2018-01-02 01:15:00,0.0
2018-01-02 01:30:00,0.0
2018-01-02 01:45:00,0.0
2018-01-02 02:00:00,0.0
2018-01-02 02:15:00,0.0
2018-01-02 02:30:00,0.0
2018-01-02 02:45:00,0.0
2018-01-02 03:00:00,0.0
2018-01-02 03:15:00,0.0
2018-01-02 03:30:00,0.0
